DateTime,GPS_Y,GPS_Z,Acc_Y,Acc_Z,Fix
10:00.0,0,113.196,-0.000214418,-0.000427536,3
10:00.0,,,-9.92818E-05,-0.001476492,
10:00.0,,,-0.000110198,-0.001361616,
10:00.0,,,-0.000297326,-0.001641009,
10:00.0,,,-0.000232091,-0.0022341,
10:00.0,,,-9.07051E-05,-0.00153237,
10:00.0,,,-6.93933E-05,-0.001294042,
10:00.0,,,-0.000093564,-0.000737856,
10:00.0,,,-0.000196484,-0.000462102,
10:00.0,,,-0.000235469,0.000166856,
10:00.0,-0.000912188,113.195,-0.000178551,0.000247165,3
10:00.0,,,0.000126052,-0.000401546,
10:00.0,,,0.000161138,-0.000864168,
10:00.0,,,-7.09527E-05,-0.000849613,
10:00.0,,,-0.000059777,0.000604268,
10:00.0,,,-0.000175952,0.001453621,
10:00.0,,,-8.81061E-05,0.001005033,
10:00.0,,,3.6386E-06,-0.000497709,
10:00.0,,,-0.000149962,-0.000626619,
10:00.0,,,-0.000211299,0.000639874,
10:00.0,-0.002234148,113.193,-0.000209999,-0.000298625,3
10:00.0,,,-0.00015724,0.000240927,
10:00.0,,,-0.00018297,0.00169039,
10:00.0,,,-6.88735E-05,0.001146939,
10:00.0,,,-0.000126311,0.000459503,
10:00.0,,,-0.000302784,-0.000323316,
10:00.0,,,-0.000231311,-0.000302524,
10:00.0,,,-0.000289529,0.000833239,
10:00.0,,,-0.000486273,0.000505246,
10:00.0,,,-0.000293947,-0.000140606,
10:00.0,-0.002234148,113.193,-6.52349E-05,0.000964749,3
10:00.0,,,-0.000179851,0.000301224,
10:00.0,,,-0.00013125,-0.001768879,
10:00.0,,,-0.000324615,-0.002121564,
10:00.0,,,-0.000499008,-0.001232706,
10:00.0,,,-0.000353204,0.000489912,
10:00.0,,,-0.000223514,0.000204541,
10:00.0,,,3.06682E-05,-0.002255412,
10:00.0,,,7.04329E-05,-0.002589644,
10:00.0,,,-0.000134108,-0.002556636,
10:00.0,-0.000912188,113.194,-0.000224554,-0.001832035,3
10:00.0,,,-0.00023313,-0.000133069,
10:00.0,,,-0.000116175,-0.000354244,
10:00.0,,,4.54825E-05,-0.000483154,
10:00.0,,,-4.36632E-05,-0.000691854,
10:00.0,,,-0.000214677,-0.001449722,
10:00.0,,,-0.000191286,-0.002099732,
10:00.0,,,-0.000206621,-0.001655043,
10:00.0,,,-0.00010526,-0.0003124,
10:00.0,,,8.3168E-06,0.000187908,
10:00.0,-0.000502416,113.193,-0.000144764,0.00059699,3
10:01.0,,,8.5767E-06,-4.44429E-05,
10:01.0,,,8.21284E-05,-0.000948895,
10:01.0,,,-0.000108378,-0.000527077,
10:01.0,,,-1.14356E-05,-1.35148E-05,
10:01.0,,,0.000141386,0.001146939,
10:01.0,,,3.84652E-05,0.001736132,
10:01.0,,,-0.00015516,0.001153436,
10:01.0,,,-0.000315519,-0.000114096,
10:01.0,,,-0.000154641,-0.001215812,
10:01.0,-0.000912188,113.193,-0.000218836,-0.000480295,3
10:01.0,,,-0.000373736,-0.000374256,
10:01.0,,,-0.000194665,-0.000895096,
10:01.0,,,-0.000395568,2.75494E-05,
10:01.0,,,-0.000290048,0.000891717,
10:01.0,,,-6.86136E-05,-0.000296806,
10:01.0,,,-3.43068E-05,-0.001371752,
10:01.0,,,-0.000228972,-0.00148065,
10:01.0,,,-0.000431954,-0.001479351,
10:01.0,,,-0.000148923,-0.000289009,
10:01.0,-0.000912188,113.192,-8.03091E-05,0.000703809,3
10:01.0,,,-3.40469E-05,-0.000581656,
10:01.0,,,8.65467E-05,-0.001986936,
10:01.0,,,-4.1584E-06,-0.001697667,
10:01.0,,,-2.28712E-05,-0.001972641,
10:01.0,,,-0.000102401,-0.001814102,
10:01.0,,,-0.000225853,-0.001339005,
10:01.0,,,-0.00020818,0.000366979,
10:01.0,,,-0.000177252,0.002094014,
10:01.0,,,1.48143E-05,0.001112112,
10:01.0,-0.000912188,113.191,0.00007797,0.000188947,3
10:01.0,,,0.000169195,-0.0006747,
10:01.0,,,-3.8985E-06,-0.000932781,
10:01.0,,,-0.00028537,-0.000250804,
10:01.0,,,-6.93933E-05,0.000922125,
10:01.0,,,-0.000169975,0.001813582,
10:01.0,,,-0.000117995,0.001675056,
10:01.0,,,0.000222994,0.000377895,
10:01.0,,,0.000287969,-0.000306162,
10:01.0,,,0.000125012,0.000088366,
10:01.0,0,113.191,-0.000192846,-0.00044079,3
10:01.0,,,-0.000383612,0.000255742,
10:01.0,,,-0.000476397,0.001664919,
10:01.0,,,-0.000145024,0.001243102,
10:01.0,,,0.000216237,0.00067522,
10:01.0,,,3.3787E-06,0.00049277,
10:01.0,,,-0.00012969,-0.000117735,
10:01.0,,,-0.000107859,0.000274974,
10:01.0,,,-0.00025938,0.000891977,
10:01.0,,,-0.000333452,0.000917967,
10:01.0,0.000912188,113.193,-0.00023339,-0.000359442,3
10:01.0,,,-7.84898E-05,-0.001546665,
10:01.0,,,1.71534E-05,-0.00116981,
10:01.0,,,-3.30073E-05,0.000344627,
10:01.0,,,-0.000175173,0.001044538,
10:01.0,,,-0.000294727,-0.000271336,
10:01.0,,,-0.000124752,0.000698611,
10:01.0,,,-0.000107599,0.00111835,
10:01.0,,,-0.000152301,-0.000211559,
10:01.0,,,-5.50988E-05,-0.001178647,
10:01.0,0.000502416,113.193,-2.00123E-05,-0.001765761,3
10:01.0,,,-0.000142685,0.000920046,
10:01.0,,,-0.000299145,0.002064906,
10:01.0,,,-9.56432E-05,0.00096163,
10:01.0,,,5.69181E-05,0.00114408,
10:01.0,,,0.000215197,-0.000896395,
10:01.0,,,6.41953E-05,-0.001850488,
10:01.0,,,-8.47274E-05,-0.000658847,
10:01.0,,,-4.23637E-05,0.000145284,
10:01.0,,,-8.65467E-05,0.000247685,
10:01.0,-0.000409772,113.19,8.03091E-05,-0.000125272,3
10:01.0,,,3.87251E-05,0.000559305,
10:01.0,,,-9.22645E-05,0.000366719,
10:01.0,,,6.44552E-05,-9.69427E-05,
10:01.0,,,0.000267957,0.000295506,
10:01.0,,,0.000281472,0.000751371,
10:01.0,,,6.47151E-05,-0.000323576,
10:01.0,,,-0.000243526,0.00039037,
10:01.0,,,-0.000227932,0.002290239,
10:01.0,,,-0.000128391,0.001320812,
10:01.0,0,113.192,-0.00012943,0.000774762,3
10:01.0,,,-1.19554E-05,0.000776321,
10:01.0,,,9.04452E-05,0.00106533,
10:01.0,,,0.000028589,0.001856726,
10:01.0,,,8.10888E-05,0.001093919,
10:01.0,,,-0.000157499,0.000746433,
10:01.0,,,-0.000326954,0.000839997,
10:01.0,,,-1.22153E-05,-4.18439E-05,
10:01.0,,,0.000127871,-0.000135408,
10:01.0,,,0.000115915,9.69427E-05,
10:01.0,-0.000409772,113.191,0.000136188,-8.0569E-06,3
10:01.0,,,1.16955E-05,-0.000869106,
10:01.0,,,-0.000330593,-0.000837138,
10:01.0,,,-0.000291348,-0.001083263,
10:01.0,,,-0.00013073,-0.001904287,
10:01.0,,,-0.000120074,-0.001188003,
10:01.0,,,-5.04206E-05,-0.000978004,
10:01.0,,,1.68935E-05,-0.000811148,
10:01.0,,,-0.000152821,-0.000281472,
10:01.0,,,-0.000250804,-0.000432734,
10:01.0,-0.000409772,113.193,2.57301E-05,-0.000530976,3
10:02.0,,,0.000212858,-0.000187648,
10:02.0,,,-0.000111497,0.00127325,
10:02.0,,,-6.10765E-05,0.002375226,
10:02.0,,,0.000109938,0.001419054,
10:02.0,,,1.53341E-05,0.000762027,
10:02.0,,,0.000192846,0.000376335,
10:02.0,,,-3.87251E-05,0.001000875,
10:02.0,,,-9.17447E-05,0.002464112,
10:02.0,,,-0.00018115,0.002713876,
10:02.0,-0.000819544,113.19,-0.000239368,0.001492346,3
10:02.0,,,-1.06559E-05,0.000866507,
10:02.0,,,-4.99008E-05,0.001363435,
10:02.0,,,-7.51111E-05,0.002020463,
10:02.0,,,-8.00492E-05,0.003212364,
10:02.0,,,-0.000168155,0.002475028,
10:02.0,,,-0.000228972,0.001057273,
10:02.0,,,-0.00028615,0.001131605,
10:02.0,,,-6.34156E-05,0.001691429,
10:02.0,,,0.000133849,0.001958087,
10:02.0,0.000912188,113.193,-4.62622E-05,0.001495465,3
10:02.0,,,6.41953E-05,0.000345667,
10:02.0,,,0.000054579,-0.000349046,
10:02.0,,,-3.01484E-05,-0.000663005,
10:02.0,,,-0.000135408,-0.000302004,
10:02.0,,,-0.000279393,0.000377375,
10:02.0,,,0.000059777,2.13118E-05,
10:02.0,,,0.000122413,-0.000925504,
10:02.0,,,0.000184009,-0.001910265,
10:02.0,,,0.000214677,-0.001935995,
10:02.0,0,113.191,-0.000211559,-0.001438287,3
10:02.0,,,-0.000143205,-0.001270911,
10:02.0,,,-1.68935E-05,-0.001437507,
10:02.0,,,5.9777E-06,-0.000410122,
10:02.0,,,-2.31311E-05,-2.15717E-05,
10:02.0,,,-5.9777E-06,-0.001021147,
10:02.0,,,-2.57301E-05,-0.000408043,
10:02.0,,,-0.000122153,0.000434293,
10:02.0,,,0.000132549,0.000543971,
10:02.0,,,0.00015646,0.00132601,
10:02.0,-0.000409772,113.189,7.14725E-05,0.001183585,3
10:02.0,,,3.17078E-05,0.000345147,
10:02.0,,,2.80692E-05,0.00065053,
10:02.0,,,-2.91088E-05,0.001041159,
10:02.0,,,-0.000107859,0.001600204,
10:02.0,,,-4.39231E-05,0.001684152,
10:02.0,,,0.000125792,0.002471129,
10:02.0,,,0.000172054,0.003286436,
10:02.0,,,0.000221695,0.002841227,
10:02.0,,,0.000200903,0.001807605,
10:02.0,0.000502416,113.191,-4.65221E-05,0.000637015,3
10:02.0,,,-7.97893E-05,0.000757609,
10:02.0,,,-0.000164517,0.000963189,
10:02.0,,,-0.000113576,0.001734573,
10:02.0,,,-4.9381E-06,0.001977059,
10:02.0,,,6.57547E-05,0.001327049,
10:02.0,,,9.04452E-05,0.000880281,
10:02.0,,,9.07051E-05,-0.000813227,
10:02.0,,,0.000106299,-0.00220941,
10:02.0,,,7.51111E-05,-0.001495725,
10:02.0,0.000502416,113.191,0.000044183,-0.000472498,3
10:02.0,,,-0.000222215,0.000282511,
10:02.0,,,-5.89973E-05,0.000863128,
10:02.0,,,-1.79331E-05,-6.05567E-05,
10:02.0,,,-3.09281E-05,-0.001440886,
10:02.0,,,0.000126831,-0.001545625,
10:02.0,,,-5.17201E-05,-0.000498228,
10:02.0,,,-2.28712E-05,0.000239108,
10:02.0,,,-0.000088366,0.000942138,
10:02.0,,,-1.01361E-05,0.001073907,
10:02.0,0.000912188,113.189,0.000340989,0.000294207,3
10:02.0,,,0.000305902,-0.000279652,
10:02.0,,,-0.00002599,0.000428575,
10:02.0,,,-0.000123453,0.00088366,
10:02.0,,,8.08289E-05,0.000124492,
10:02.0,,,0.000121373,0.000875603,
10:02.0,,,0.000113316,0.000514342,
10:02.0,,,4.88612E-05,-0.000827002,
10:02.0,,,-7.90096E-05,-0.000904452,
10:02.0,,,-1.53341E-05,0.000392449,
10:02.0,0.000912188,113.193,-0.000184529,0.002033977,3
10:02.0,,,-0.000123972,0.001806825,
10:02.0,,,0.000123712,0.00153367,
10:02.0,,,-1.74133E-05,0.000612065,
10:02.0,,,-0.000109678,-0.000679119,
10:02.0,,,-9.43437E-05,0.000534874,
10:02.0,,,-0.000136967,0.001393324,
10:02.0,,,-2.36509E-05,0.000990219,
10:02.0,,,0.000211559,0.001020627,
10:02.0,,,0.000226113,0.001088981,
10:02.0,0.000595061,113.192,4.52226E-05,0.00096111,3
10:02.0,,,-0.000126571,-8.99254E-05,
10:02.0,,,-0.000121633,-0.000368278,
10:02.0,,,-0.000237549,-0.000460023,
10:02.0,,,-0.000344887,-0.000101361,
10:02.0,,,-0.000194925,0.000122413,
10:02.0,,,0.000146584,-0.000376075,
10:02.0,,,0.000258081,-0.000142425,
10:02.0,,,-5.4579E-06,-0.000293947,
10:02.0,,,-0.000272635,0.00007797,
10:02.0,0.000502416,113.191,-0.000435333,8.81061E-05,3
10:03.0,,,-0.000201423,0.000332152,
10:03.0,,,0.000150742,0.000356843,
10:03.0,,,0.000332412,-0.000489912,
10:03.0,,,0.000166596,-0.000658587,
10:03.0,,,-0.000117735,-0.001342903,
10:03.0,,,-9.56432E-05,-0.001543286,
10:03.0,,,0.000120334,-0.000980863,
10:03.0,,,9.3564E-06,-0.00031188,
10:03.0,,,-0.000169455,0.00106585,
10:03.0,-0.001731732,113.188,0.000240408,0.000488092,3
10:03.0,,,0.000473538,-0.000481855,
10:03.0,,,0.000254182,-0.000841556,
10:03.0,,,0.000125792,-0.001513138,
10:03.0,,,0.000096163,-0.000443649,
10:03.0,,,-8.44675E-05,0.000822584,
10:03.0,,,-9.74625E-05,0.001412037,
10:03.0,,,7.2772E-06,0.000629998,
10:03.0,,,1.40346E-05,0.000287969,
10:03.0,,,-1.79331E-05,0.000868586,
10:03.0,0.001824376,113.191,-5.22399E-05,0.000107859,3
10:03.0,,,-7.38116E-05,-0.000684317,
10:03.0,,,-0.000133329,-0.000703549,
10:03.0,,,-6.02968E-05,-0.000054579,
10:03.0,,,-8.39477E-05,0.00059751,
10:03.0,,,-0.000215197,0.000625579,
10:03.0,,,-0.000219356,0.000483414,
10:03.0,,,5.4579E-06,-0.000404404,
10:03.0,,,1.11757E-05,-0.00038933,
10:03.0,,,-0.000205061,0.000171794,
10:03.0,0.000502416,113.193,-2.91088E-05,5.53587E-05,3
10:03.0,,,0.000114096,0.00085663,
10:03.0,,,1.27351E-05,0.000637015,
10:03.0,,,0.000031188,2.18316E-05,
10:03.0,,,-7.95294E-05,-0.000280432,
10:03.0,,,-0.000125272,-0.000774502,
10:03.0,,,-7.84898E-05,-0.001035182,
10:03.0,,,-5.43191E-05,-0.000541372,
10:03.0,,,5.43191E-05,0.000349046,
10:03.0,,,0.000170754,3.48266E-05,
10:03.0,0.001414604,113.193,0.000344108,-0.000991778,3
10:03.0,,,0.000222994,-0.001516257,
10:03.0,,,8.99254E-05,-0.001643088,
10:03.0,,,4.52226E-05,-0.001597345,
10:03.0,,,7.84898E-05,-0.000861049,
10:03.0,,,0.000161658,-4.57424E-05,
10:03.0,,,0.000220135,-0.000169455,
10:03.0,,,0.00028485,-0.001338745,
10:03.0,,,0.000136707,-0.001543026,
10:03.0,,,-4.39231E-05,-0.001494165,
10:03.0,-0.000819544,113.192,-4.60023E-05,-0.001466616,3
10:03.0,,,2.02722E-05,-0.000730319,
10:03.0,,,5.56186E-05,-0.00018193,
10:03.0,,,2.83291E-05,-1.16955E-05,
10:03.0,,,7.64106E-05,-0.000495629,
10:03.0,,,0.000115396,-0.000886519,
10:03.0,,,-4.18439E-05,-0.000553847,
10:03.0,,,-0.000139306,4.62622E-05,
10:03.0,,,-0.000164517,0.000368798,
10:03.0,,,5.82176E-05,0.000815566,
10:03.0,0.000502416,113.192,0.000196744,0.000873784,3
10:03.0,,,0.000123193,0.000244046,
10:03.0,,,-8.60269E-05,-0.000322016,
10:03.0,,,-0.000224034,-0.000431174,
10:03.0,,,-0.000153341,-6.96532E-05,
10:03.0,,,-0.000114876,0.000463142,
10:03.0,,,3.1188E-06,4.39231E-05,
10:03.0,,,2.3391E-06,0.000172574,
10:03.0,,,-5.7178E-06,0.000591013,
10:03.0,,,0.000115915,0.00010526,
10:03.0,0.000502416,113.192,7.61507E-05,0.000075371,3
10:03.0,,,4.6782E-06,8.73264E-05,
10:03.0,,,0.00018115,-0.000361001,
10:03.0,,,0.000310581,-0.001062471,
10:03.0,,,0.000158799,-0.000792175,
10:03.0,,,0.000033787,-0.001081444,
10:03.0,,,0.000256521,-0.000815046,
10:03.0,,,0.000213118,-0.000330333,
10:03.0,,,5.40592E-05,-0.001432309,
10:03.0,,,9.01853E-05,-0.001298201,
10:03.0,0.001004832,113.194,-2.36509E-05,-0.000788277,3
10:03.0,,,0.000115396,-0.001187483,
10:03.0,,,0.000270296,-0.00153445,
10:03.0,,,0.000147883,-0.001033622,
10:03.0,,,0.000126052,0.000189987,
10:03.0,,,0.000132809,-1.71534E-05,
10:03.0,,,8.88858E-05,-0.001495465,
10:03.0,,,4.83414E-05,-0.001617878,
10:03.0,,,8.18685E-05,-0.001027125,
10:03.0,,,0.000292907,4.00246E-05,
10:03.0,0.001414604,113.196,0.000301484,3.04083E-05,3
10:03.0,,,0.000083168,-0.000841036,
10:03.0,,,-4.39231E-05,-0.000723302,
10:03.0,,,-3.53464E-05,-0.000108378,
10:03.0,,,6.02968E-05,0.000322016,
10:03.0,,,0.00015724,-0.000878982,
10:03.0,,,0.000120854,-0.001218151,
10:03.0,,,6.7574E-06,-0.000668983,
10:03.0,,,7.30319E-05,-2.15717E-05,
10:03.0,,,0.00010526,0.000863388,
10:03.0,0.001414604,113.195,-0.000185829,0.000386991,3
10:04.0,,,-0.000211559,-9.74625E-05,
10:04.0,,,3.61261E-05,-0.000687436,
10:04.0,,,7.58908E-05,-0.000833239,
10:04.0,,,0.000196484,-0.000296806,
10:04.0,,,0.000209739,-0.001110813,
10:04.0,,,9.38239E-05,-0.001016209,
10:04.0,,,5.17201E-05,0.000270556,
10:04.0,,,5.92572E-05,0.000118514,
10:04.0,,,0.000184529,-0.000932001,
10:04.0,0.000912188,113.194,0.000113576,-0.001522754,3
10:04.0,,,0.000109158,-0.002192776,
10:04.0,,,0.000273935,-0.003027055,
10:04.0,,,0.000159579,-0.001900909,
10:04.0,,,2.83291E-05,-0.000773722,
10:04.0,,,0.000046782,-0.000668203,
10:04.0,,,5.76978E-05,-0.001425811,
10:04.0,,,9.33041E-05,-0.002632007,
10:04.0,,,9.74625E-05,-0.002112727,
10:04.0,,,1.58539E-05,-0.001562519,
10:04.0,0.001414604,113.197,-8.39477E-05,-0.000844935,3
10:04.0,,,-9.66828E-05,-0.000795554,
10:04.0,,,7.45913E-05,-0.001128226,
10:04.0,,,4.39231E-05,-8.8366E-06,
10:04.0,,,6.88735E-05,0.00072694,
10:04.0,,,8.34279E-05,0.000911209,
10:04.0,,,-0.000268477,0.001156295,
10:04.0,,,-0.000177252,0.001375651,
10:04.0,,,2.8589E-06,0.00090913,
10:04.0,,,9.22645E-05,-7.43314E-05,
10:04.0,9.26E-05,113.194,0.000147103,4.36632E-05,3
10:04.0,,,-5.56186E-05,0.000999056,
10:04.0,,,-0.000203762,0.002107529,
10:04.0,,,-0.000297586,0.001972641,
10:04.0,,,-0.000117475,8.18685E-05,
10:04.0,,,5.32795E-05,-0.000759688,
10:04.0,,,6.65344E-05,-0.00072694,
10:04.0,,,4.44429E-05,-0.000421038,
10:04.0,,,-0.000028589,-4.4183E-06,
10:04.0,,,6.7574E-06,0.000609466,
10:04.0,0.001004832,113.197,7.90096E-05,0.000849613,3
10:04.0,,,0.000132549,-0.000256521,
10:04.0,,,0.000238068,-0.001226468,
10:04.0,,,0.000348006,-0.00179383,
10:04.0,,,0.000245086,-0.001018028,
10:04.0,,,9.12249E-05,8.03091E-05,
10:04.0,,,2.13118E-05,-0.000127871,
10:04.0,,,0.00007797,-0.000836618,
10:04.0,,,6.36755E-05,-0.001498843,
10:04.0,,,1.37747E-05,-0.001175268,
10:04.0,0.000502416,113.194,0.000116435,-0.000790876,3
10:04.0,,,0.00015724,-0.000786717,
10:04.0,,,0.00010396,-0.000352684,
10:04.0,,,-8.29081E-05,-0.000886519,
10:04.0,,,-0.000186868,-0.001561479,
10:04.0,,,-0.000059777,-0.001530811,
10:04.0,,,0.000121893,-0.000982682,
10:04.0,,,8.23883E-05,-0.000380494,
10:04.0,,,8.60269E-05,-0.000596471,
10:04.0,,,7.58908E-05,-0.00109132,
10:04.0,0.001004832,113.195,-5.09404E-05,-0.001795129,3
10:04.0,,,-0.000117215,-0.002115846,
10:04.0,,,-0.000201423,-0.001681293,
10:04.0,,,-6.00369E-05,-0.000958511,
10:04.0,,,-0.000049381,0.00018141,
10:04.0,,,-7.84898E-05,0.000946556,
10:04.0,,,-1.63737E-05,-0.00028719,
10:04.0,,,-7.61507E-05,-0.001364475,
10:04.0,,,-0.000118514,-0.000739935,
10:04.0,,,-0.000166076,0.000417659,
10:04.0,9.26E-05,113.194,-0.000107859,0.00028641,3
10:04.0,,,-7.12126E-05,0.000438711,
10:04.0,,,0.000015594,0.001652184,
10:04.0,,,0.000166336,0.001578893,
10:04.0,,,0.000160878,0.001229067,
10:04.0,,,9.72026E-05,0.000843376,
10:04.0,,,5.12003E-05,0.000296026,
10:04.0,,,0.000210259,-0.000210779,
10:04.0,,,0.000202722,0.000575419,
10:04.0,,,4.47028E-05,0.00148247,
10:04.0,9.26E-05,113.194,0.000170754,0.000162178,3
10:04.0,,,0.000108638,-0.00093564,
10:04.0,,,2.15717E-05,-0.000889898,
10:04.0,,,1.01361E-05,-0.001025565,
10:04.0,,,-0.000127611,-0.000694973,
10:04.0,,,1.11757E-05,-0.001679474,
10:04.0,,,0.000141126,-0.002788987,
10:04.0,,,5.95171E-05,-0.001698447,
10:04.0,,,-1.71534E-05,-0.000756829,
10:04.0,,,-9.95417E-05,-0.001238943,
10:04.0,0.000502416,113.196,-3.19677E-05,-0.001860884,3
10:04.0,,,-9.46036E-05,-0.002011106,
10:04.0,,,-0.000080569,-0.002759098,
10:04.0,,,6.52349E-05,-0.002671512,
10:04.0,,,9.59031E-05,-0.002138197,
10:04.0,,,0.000142945,-0.001370193,
10:04.0,,,-0.000143465,-0.000628698,
10:04.0,,,-0.000356843,-8.75863E-05,
10:04.0,,,-0.000489132,0.000540852,
10:04.0,,,-0.000300444,6.88735E-05,
10:04.0,9.26E-05,113.192,-8.3168E-06,-0.000913549,3
10:05.0,,,-5.74379E-05,-0.000119294,
10:05.0,,,3.30073E-05,0.001374611,
10:05.0,,,-4.96409E-05,0.001834634,
10:05.0,,,-9.66828E-05,0.002927774,
10:05.0,,,-0.00020766,0.004085108,
10:05.0,,,-0.00010526,0.003343354,
10:05.0,,,5.198E-07,0.001556281,
10:05.0,,,8.18685E-05,0.0016119,
10:05.0,,,0.000320717,0.001470254,
10:05.0,0.001414604,113.196,6.31557E-05,0.002197455,3
10:05.0,,,2.36509E-05,0.002977674,
10:05.0,,,-5.04206E-05,0.002276204,
10:05.0,,,1.50742E-05,0.001136283,
10:05.0,,,0.000293167,-0.000813747,
10:05.0,,,8.99254E-05,-0.000894576,
10:05.0,,,6.41953E-05,-0.001009712,
10:05.0,,,4.91211E-05,-0.001250119,
10:05.0,,,-0.000116435,-0.001968743,
10:05.0,,,-8.70665E-05,-0.002633047,
10:05.0,0.000502416,113.193,-6.93933E-05,-0.001899609,3
10:05.0,,,0,-0.001838273,
10:05.0,,,-1.76732E-05,-0.00182034,
10:05.0,,,2.46905E-05,-0.002886969,
10:05.0,,,0.000131769,-0.004202323,
10:05.0,,,-1.19554E-05,-0.003680964,
10:05.0,,,-5.48389E-05,-0.002836289,
10:05.0,,,-0.000329813,-0.001261555,
10:05.0,,,-0.000313959,-0.000940838,
10:05.0,,,4.31434E-05,-0.001264933,
10:05.0,0.000502416,113.194,-6.70542E-05,-0.000588674,3
10:05.0,,,-0.000135408,-0.00119528,
10:05.0,,,-0.000121893,-0.000913289,
10:05.0,,,-0.000100321,6.96532E-05,
10:05.0,,,-5.92572E-05,0.001465836,
10:05.0,,,-5.14602E-05,0.001978099,
10:05.0,,,-0.000170494,0.00192352,
10:05.0,,,-0.000297326,0.002934791,
10:05.0,,,-5.69181E-05,0.002556896,
10:05.0,,,8.49873E-05,0.001833075,
10:05.0,0,113.192,-0.000036386,0.001333287,3
10:05.0,,,2.0792E-06,0.001087162,
10:05.0,,,0.000090965,0.001046098,
10:05.0,,,0.000131509,0.001556541,
10:05.0,,,-6.78339E-05,0.002114287,
10:05.0,,,-0.000186088,0.00059803,
10:05.0,,,7.38116E-05,-0.000216757,
10:05.0,,,3.19677E-05,-0.000359442,
10:05.0,,,-0.000191546,-0.001302099,
10:05.0,,,-0.000187388,-0.001432829,
10:05.0,-0.000409772,113.19,-6.21161E-05,-0.001735872,3
10:05.0,,,-8.03091E-05,-0.001639709,
10:05.0,,,-0.000195965,-0.001639189,
10:05.0,,,-0.000178032,-0.002152752,
10:05.0,,,-0.000203242,-0.002459954,
10:05.0,,,-0.000223254,-0.002502317,
10:05.0,,,-0.000205321,-0.00207972,
10:05.0,,,-0.000188428,-0.002315449,
10:05.0,,,-2.75494E-05,-0.00184529,
10:05.0,,,-6.10765E-05,-0.00103934,
10:05.0,0.000409772,113.192,-4.13241E-05,-0.00088392,3
10:05.0,,,7.58908E-05,-0.000967868,
10:05.0,,,8.94056E-05,-0.000293167,
10:05.0,,,8.23883E-05,0.001406579,
10:05.0,,,-0.000219875,0.001884535,
10:05.0,,,-0.000106559,0.001760303,
10:05.0,,,-6.34156E-05,0.001566417,
10:05.0,,,-0.00015646,0.000886259,
10:05.0,,,-2.8589E-06,0.000777101,
10:05.0,,,-9.64229E-05,0.00129846,
10:05.0,0,113.189,-3.82053E-05,0.001275069,3
10:05.0,,,-0.000211819,0.001095998,
10:05.0,,,-0.000296026,0.001490267,
10:05.0,,,-0.000199343,0.001157335,
10:05.0,,,-0.000132029,0.000501347,
10:05.0,,,0.000112277,0.000475877,
10:05.0,,,0.000111757,0.000255742,
10:05.0,,,0.000203242,-0.000487572,
10:05.0,,,4.26236E-05,-0.000736557,
10:05.0,,,-0.000397127,-0.000106559,
10:05.0,-0.000502416,113.191,-0.000359442,0.00007797,3
10:05.0,,,-0.000254182,0.000273415,
10:05.0,,,-0.000132289,3.04083E-05,
10:05.0,,,-0.000023391,-0.001563818,
10:05.0,,,-2.88489E-05,-0.002819915,
10:05.0,,,-0.000100321,-0.00257275,
10:05.0,,,-0.000172314,-0.001623076,
10:05.0,,,-0.00020714,-0.001605402,
10:05.0,,,-0.000481075,-0.000689775,
10:05.0,,,-0.000454565,0.000325655,
10:05.0,0.001731732,113.194,-0.000137487,9.07051E-05,3
10:05.0,,,6.80938E-05,7.25121E-05,
10:05.0,,,-2.02722E-05,9.01853E-05,
10:05.0,,,-0.000193106,0.000125012,
10:05.0,,,-0.000161398,-0.000329293,
10:05.0,,,-0.000150222,8.0569E-06,
10:05.0,,,-7.69304E-05,0.001167731,
10:05.0,,,-2.00123E-05,0.001531591,
10:05.0,,,-8.68066E-05,0.001077286,
10:05.0,,,-7.97893E-05,0.000695233,
10:05.0,0,113.188,-7.35517E-05,0.000186868,3
10:06.1,,,-0.000342028,0.000789316,
10:06.1,,,-0.000515642,0.002101032,
10:06.1,,,-0.000267437,0.000985801,
10:06.1,,,-0.000131769,0.001008412,
10:06.1,,,-0.000267697,0.002125462,
10:06.1,,,-3.45667E-05,0.000813487,
10:06.1,,,-6.21161E-05,0.00106507,
10:06.1,,,-0.000266657,0.003091511,
10:06.1,,,-2.10519E-05,0.002981313,
10:06.1,-0.00132196,113.19,9.38239E-05,0.001126147,3
10:06.1,,,0.000126571,0.000280952,
10:06.1,,,8.68066E-05,0.00090939,
10:06.1,,,0.000195965,0.000465741,
10:06.1,,,0.000188168,0.000880021,
10:06.1,,,-1.63737E-05,0.002289459,
10:06.1,,,3.50865E-05,0.002400956,
10:06.1,,,1.63737E-05,0.002033718,
10:06.1,,,-2.00123E-05,0.001705204,
10:06.1,,,-0.000167376,0.001437767,
10:06.1,-0.000409772,113.191,-0.000230531,0.000141646,3
10:06.1,,,-8.10888E-05,0.000185569,
10:06.1,,,-0.000143465,0.001628793,
10:06.1,,,0.000117215,0.000825962,
10:06.1,,,1.01361E-05,0.000811408,
10:06.1,,,-0.000166856,0.001027385,
10:06.1,,,9.79823E-05,-0.000169715,
10:06.1,,,-8.42076E-05,0.000246385,
10:06.1,,,-1.27351E-05,-0.000629478,
10:06.1,,,-6.78339E-05,-0.001778236,
10:06.1,0.00132196,113.189,-0.000264318,-0.001269871,3
