DateTime,Displacement_Y,Displacement_Z
11:37.4,-0.00123132,113.191
11:37.4,-0.00123181,113.191
11:37.4,-0.00123228,113.191
11:37.4,-0.00123276,113.191
11:37.4,-0.00123323,113.191
11:37.4,-0.0012337,113.191
11:37.4,-0.000823229,113.189
11:37.4,-0.000819762,113.189
11:37.4,-0.000816289,113.189
11:37.4,-0.000812811,113.189
11:37.4,-0.000809312,113.189
11:37.4,-0.000805787,113.189
11:37.4,-0.000802235,113.189
11:37.4,-0.000798665,113.189
11:37.4,-0.000795097,113.189
11:37.4,-0.000791525,113.189
11:37.4,-0.000819263,113.19
11:37.4,-0.000815962,113.19
11:37.4,-0.000812641,113.19
11:37.4,-0.000809304,113.19
11:37.4,-0.000805946,113.19
11:37.4,-0.000802553,113.19
11:37.4,-0.000799139,113.19
11:37.4,-0.000795731,113.19
11:37.4,-0.000792326,113.19
11:37.4,-0.000788906,113.19
11:37.4,-0.000819241,113.19
11:37.4,-0.000816079,113.19
11:37.4,-0.000812902,113.19
11:37.4,-0.000809722,113.19
11:37.4,-0.000806542,113.19
11:37.4,-0.000803353,113.19
11:37.4,-0.000800144,113.19
11:37.4,-0.000796914,113.19
11:37.4,-0.000793661,113.19
11:37.4,-0.000790393,113.19
11:37.4,-0.00122539,113.185
11:38.4,-0.00122627,113.185
11:38.4,-0.00122715,113.185
11:38.4,-0.00122803,113.185
11:38.4,-0.00122889,113.185
11:38.4,-0.00122973,113.185
11:38.4,-0.00123056,113.185
11:38.4,-0.00123136,113.185
11:38.4,-0.00123212,113.184
11:38.4,-0.00123287,113.184
11:38.4,-0.000325271,113.19
11:38.4,-0.000317383,113.19
11:38.4,-0.000309488,113.19
11:38.4,-0.000301568,113.19
11:38.4,-0.000293615,113.19
11:38.4,-0.000285631,113.19
11:38.4,-0.000277624,113.19
11:38.4,-0.000269586,113.19
11:38.4,-0.000261521,113.19
11:38.4,-0.000253443,113.19
11:38.4,-0.00122057,113.187
11:38.4,-0.00122176,113.187
11:38.4,-0.00122295,113.187
11:38.4,-0.00122412,113.187
11:38.4,-0.0012253,113.187
11:38.4,-0.00122646,113.187
11:38.4,-0.00122763,113.187
11:38.4,-0.00122881,113.187
11:38.4,-0.00122998,113.187
11:38.4,-0.00123114,113.187
11:38.4,-0.00032526,113.187
11:38.4,-0.000317759,113.187
11:38.4,-0.000310242,113.187
11:38.4,-0.000302732,113.187
11:38.4,-0.000295249,113.187
11:38.4,-0.000287792,113.187
11:38.4,-0.000280341,113.187
11:38.4,-0.000272871,113.187
11:38.4,-0.000265355,113.187
11:38.4,-0.000257795,113.187
11:38.4,-0.000722663,113.187
11:38.4,-0.000719587,113.187
11:38.4,-0.000716503,113.187
11:38.4,-0.000713409,113.187
11:38.4,-0.000710298,113.187
11:38.4,-0.000707171,113.187
11:38.4,-0.000704042,113.187
11:38.4,-0.000700916,113.187
11:38.4,-0.000697809,113.187
11:38.4,-0.00069472,113.187
11:38.4,8.56308e-05,113.186
11:38.4,9.61499e-05,113.186
11:38.4,0.00010672,113.186
11:38.4,0.000117317,113.186
11:38.4,0.000127927,113.186
11:38.4,0.000138528,113.186
11:38.4,0.000149099,113.186
11:38.4,0.000159634,113.186
11:38.4,0.000170151,113.186
11:38.4,0.00018068,113.186
11:38.4,-0.000312609,113.183
11:38.4,-0.000306819,113.183
11:38.4,-0.000301008,113.183
11:38.4,-0.000295178,113.183
11:38.4,-0.000289336,113.183
11:38.4,-0.000283491,113.183
11:38.4,-0.000277635,113.183
11:38.4,-0.000271764,113.183
11:38.4,-0.000265875,113.183
11:38.4,-0.000259957,113.182
11:38.4,-0.000814518,113.185
11:38.4,-0.000813911,113.185
11:38.4,-0.000813284,113.185
11:38.4,-0.000812636,113.185
11:38.4,-0.00081198,113.185
11:38.4,-0.000811323,113.185
11:38.4,-0.000810662,113.185
11:38.4,-0.000809995,113.185
11:38.4,-0.00080932,113.185
11:38.4,-0.000808624,113.185
11:38.4,-0.00172352,113.182
11:38.4,-0.00173151,113.182
11:38.4,-0.00173951,113.182
11:38.4,-0.00174751,113.182
11:38.4,-0.00175549,113.182
11:38.4,-0.00176346,113.182
11:38.4,-0.00177141,113.182
11:38.4,-0.00177935,113.182
11:38.4,-0.00178728,113.182
11:38.4,-0.00179519,113.181
11:38.4,-0.00173237,113.181
11:38.4,-0.00173959,113.181
11:38.4,-0.00174681,113.181
11:38.4,-0.00175401,113.181
11:38.4,-0.00176118,113.181
11:38.4,-0.00176834,113.181
11:38.4,-0.00177548,113.181
11:38.4,-0.0017826,113.181
11:38.4,-0.00178972,113.18
11:38.4,-0.00179682,113.18
11:38.4,0.000979872,113.184
11:39.4,0.000999284,113.184
11:39.4,0.00101872,113.184
11:39.4,0.00103817,113.184
11:39.4,0.00105763,113.184
11:39.4,0.00107712,113.184
11:39.4,0.00109661,113.184
11:39.4,0.00111611,113.184
11:39.4,0.00113562,113.184
11:39.4,0.00115515,113.184
11:39.4,-0.00120795,113.18
11:39.4,-0.00121104,113.18
11:39.4,-0.00121413,113.18
11:39.4,-0.00121721,113.18
11:39.4,-0.00122026,113.18
11:39.4,-0.00122327,113.18
11:39.4,-0.00122624,113.18
11:39.4,-0.0012292,113.18
11:39.4,-0.00123218,113.179
11:39.4,-0.00123521,113.179
11:39.4,-0.00172735,113.18
11:39.4,-0.00173504,113.18
11:39.4,-0.00174271,113.18
11:39.4,-0.00175035,113.18
11:39.4,-0.00175794,113.18
11:39.4,-0.00176551,113.18
11:39.4,-0.00177306,113.18
11:39.4,-0.00178062,113.18
11:39.4,-0.00178818,113.18
11:39.4,-0.00179576,113.179
11:39.4,-0.00123442,113.182
11:39.4,-0.00123657,113.182
11:39.4,-0.00123872,113.182
11:39.4,-0.00124083,113.182
11:39.4,-0.00124293,113.182
11:39.4,-0.00124501,113.182
11:39.4,-0.00124706,113.182
11:39.4,-0.0012491,113.182
11:39.4,-0.00125113,113.182
11:39.4,-0.00125313,113.182
11:39.4,-0.000325463,113.185
11:39.4,-0.000318584,113.185
11:39.4,-0.000311702,113.185
11:39.4,-0.000304825,113.185
11:39.4,-0.000297939,113.185
11:39.4,-0.000291031,113.185
11:39.4,-0.000284103,113.185
11:39.4,-0.000277178,113.185
11:39.4,-0.000270262,113.185
11:39.4,-0.00026334,113.185
11:39.4,-0.00212475,113.182
11:39.4,-0.00213558,113.182
11:39.4,-0.0021464,113.182
11:39.4,-0.00215722,113.182
11:39.4,-0.00216804,113.182
11:39.4,-0.00217886,113.182
11:39.4,-0.00218968,113.182
11:39.4,-0.00220049,113.182
11:39.4,-0.00221129,113.182
11:39.4,-0.00222207,113.182
11:39.4,-0.00223414,113.182
11:39.4,-0.00224491,113.182
11:39.4,-0.00225566,113.182
11:39.4,-0.00226641,113.182
11:39.4,-0.00227715,113.182
11:39.4,-0.00228788,113.182
11:39.4,-0.00229859,113.182
11:39.4,-0.00230927,113.182
11:39.4,-0.00231994,113.182
11:39.4,-0.00233061,113.182
11:39.4,-0.000833067,113.183
11:39.4,-0.000829407,113.183
11:39.4,-0.000825722,113.183
11:39.4,-0.000822021,113.183
11:39.4,-0.000818318,113.183
11:39.4,-0.000814612,113.183
11:39.4,-0.000810896,113.183
11:39.4,-0.000807167,113.183
11:39.4,-0.000803434,113.183
11:39.4,-0.000799707,113.183
11:39.4,-0.00122546,113.182
11:39.4,-0.00122583,113.182
11:39.4,-0.0012262,113.182
11:39.4,-0.00122657,113.182
11:39.4,-0.00122692,113.182
11:39.4,-0.00122727,113.182
11:39.4,-0.00122761,113.182
11:39.4,-0.00122793,113.182
11:39.4,-0.00122824,113.182
11:39.4,-0.00122854,113.182
11:39.4,-0.000417051,113.183
11:39.4,-0.000409588,113.183
11:39.4,-0.000402126,113.183
11:39.4,-0.000394673,113.183
11:39.4,-0.000387209,113.183
11:39.4,-0.000379713,113.183
11:39.4,-0.000372208,113.183
11:39.4,-0.00036468,113.183
11:39.4,-0.000357126,113.183
11:39.4,-0.000349552,113.183
11:39.4,-0.000409169,113.182
11:40.4,-0.000402203,113.182
11:40.4,-0.000395239,113.182
11:40.4,-0.000388279,113.182
11:40.4,-0.000381308,113.182
11:40.4,-0.000374321,113.182
11:40.4,-0.000367312,113.182
11:40.4,-0.000360268,113.182
11:40.4,-0.000353231,113.182
11:40.4,-0.000346209,113.182
11:40.4,-0.00212549,113.18
11:40.4,-0.00213549,113.18
11:40.4,-0.00214549,113.18
11:40.4,-0.00215551,113.18
11:40.4,-0.00216552,113.18
11:40.4,-0.00217554,113.18
11:40.4,-0.00218555,113.18
11:40.4,-0.00219557,113.18
11:40.4,-0.00220558,113.18
11:40.4,-0.00221561,113.18
11:40.4,-0.00083204,113.184
11:40.4,-0.000828826,113.184
11:40.4,-0.000825582,113.184
11:40.4,-0.000822332,113.184
11:40.4,-0.000819094,113.184
11:40.4,-0.000815848,113.184
11:40.4,-0.000812584,113.184
11:40.4,-0.000809303,113.184
11:40.4,-0.000806021,113.184
11:40.4,-0.000802757,113.184
11:40.4,-0.00262753,113.18
11:40.4,-0.00264166,113.18
11:40.4,-0.00265577,113.18
11:40.4,-0.00266987,113.18
11:40.4,-0.00268397,113.18
11:40.4,-0.00269808,113.18
11:40.4,-0.00271217,113.18
11:40.4,-0.00272623,113.18
11:40.4,-0.0027403,113.18
11:40.4,-0.00275439,113.18
11:40.4,-0.000836864,113.182
11:40.4,-0.000832658,113.182
11:40.4,-0.000828441,113.182
11:40.4,-0.000824207,113.182
11:40.4,-0.000819963,113.182
11:40.4,-0.000815722,113.182
11:40.4,-0.000811503,113.182
11:40.4,-0.000807299,113.182
11:40.4,-0.000803102,113.182
11:40.4,-0.000798923,113.182
11:40.4,-0.00262749,113.181
11:40.4,-0.00264078,113.181
11:40.4,-0.00265411,113.181
11:40.4,-0.00266744,113.181
11:40.4,-0.00268077,113.181
11:40.4,-0.00269413,113.181
11:40.4,-0.00270748,113.181
11:40.4,-0.00272081,113.181
11:40.4,-0.00273412,113.181
11:40.4,-0.00274746,113.181
11:40.4,-0.0018327,113.183
11:40.4,-0.00183724,113.183
11:40.4,-0.00184178,113.183
11:40.4,-0.00184633,113.183
11:40.4,-0.00185089,113.183
11:40.4,-0.00185545,113.183
11:40.4,-0.00186002,113.183
11:40.4,-0.00186457,113.183
11:40.4,-0.00186911,113.183
11:40.4,-0.00187367,113.183
11:40.4,-0.00223099,113.18
11:40.4,-0.00223892,113.18
11:40.4,-0.00224684,113.18
11:40.4,-0.00225473,113.18
11:40.4,-0.00226262,113.18
11:40.4,-0.00227051,113.18
11:40.4,-0.00227843,113.18
11:40.4,-0.00228637,113.18
11:40.4,-0.00229433,113.18
11:40.4,-0.00230229,113.18
11:40.4,-0.00173687,113.182
11:40.4,-0.00173938,113.182
11:40.4,-0.00174188,113.182
11:40.4,-0.00174437,113.182
11:40.4,-0.00174686,113.182
11:40.4,-0.00174937,113.182
11:40.4,-0.00175189,113.182
11:40.4,-0.00175442,113.182
11:40.4,-0.00175698,113.182
11:40.4,-0.00175956,113.182
11:40.4,-0.001732,113.18
11:40.4,-0.00173423,113.18
11:40.4,-0.00173648,113.18
11:40.4,-0.00173872,113.18
11:40.4,-0.00174092,113.18
11:40.4,-0.0017431,113.18
11:40.4,-0.00174531,113.18
11:40.4,-0.00174756,113.18
11:40.4,-0.00174981,113.18
11:40.4,-0.00175207,113.18
11:40.4,-0.000827851,113.183
11:41.4,-0.000821285,113.183
11:41.4,-0.000814701,113.183
11:41.4,-0.00080809,113.183
11:41.4,-0.000801465,113.183
11:41.4,-0.000794851,113.183
11:41.4,-0.000788247,113.183
11:41.4,-0.000781648,113.183
11:41.4,-0.000775053,113.183
11:41.4,-0.00076845,113.183
11:41.4,-0.000910852,113.18
11:41.4,-0.00090565,113.18
11:41.4,-0.000900441,113.18
11:41.4,-0.000895229,113.18
11:41.4,-0.000890012,113.18
11:41.4,-0.000884798,113.18
11:41.4,-0.000879598,113.18
11:41.4,-0.000874379,113.18
11:41.4,-0.000869167,113.18
11:41.4,-0.000863968,113.18
11:41.4,-0.00172397,113.182
11:41.4,-0.00172697,113.182
11:41.4,-0.00172998,113.182
11:41.4,-0.00173295,113.182
11:41.4,-0.00173592,113.182
11:41.4,-0.00173889,113.182
11:41.4,-0.00174184,113.182
11:41.4,-0.0017448,113.182
11:41.4,-0.00174777,113.182
11:41.4,-0.00175072,113.182
11:41.4,-0.000827845,113.184
11:41.4,-0.000821986,113.184
11:41.4,-0.000816092,113.184
11:41.4,-0.000810173,113.184
11:41.4,-0.000804236,113.184
11:41.4,-0.000798288,113.184
11:41.4,-0.000792347,113.184
11:41.4,-0.000786426,113.184
11:41.4,-0.000780506,113.184
11:41.4,-0.000774547,113.184
11:41.4,-0.00353134,113.179
11:41.4,-0.00355165,113.179
11:41.4,-0.00357196,113.179
11:41.4,-0.00359226,113.179
11:41.4,-0.00361258,113.179
11:41.4,-0.00363285,113.179
11:41.4,-0.0036531,113.179
11:41.4,-0.00367336,113.179
11:41.4,-0.00369361,113.179
11:41.4,-0.00371387,113.179
11:41.4,-0.00174953,113.182
11:41.4,-0.00175091,113.182
11:41.4,-0.00175229,113.182
11:41.4,-0.00175366,113.182
11:41.4,-0.00175502,113.182
11:41.4,-0.00175637,113.182
11:41.4,-0.00175771,113.182
11:41.4,-0.00175905,113.182
11:41.4,-0.00176037,113.182
11:41.4,-0.00176169,113.182
11:41.4,-0.00173201,113.18
11:41.4,-0.001733,113.18
11:41.4,-0.00173399,113.18
11:41.4,-0.00173501,113.18
11:41.4,-0.00173603,113.18
11:41.4,-0.00173705,113.18
11:41.4,-0.00173808,113.18
11:41.4,-0.00173909,113.18
11:41.4,-0.00174009,113.18
11:41.4,-0.00174112,113.18
11:41.4,-0.00222978,113.181
11:41.4,-0.00223542,113.181
11:41.4,-0.00224108,113.181
11:41.4,-0.00224675,113.181
11:41.4,-0.00225245,113.181
11:41.4,-0.00225815,113.181
11:41.4,-0.00226382,113.181
11:41.4,-0.0022695,113.181
11:41.4,-0.0022752,113.181
11:41.4,-0.00228089,113.181
11:41.4,-0.000832581,113.183
11:41.4,-0.000824439,113.183
11:41.4,-0.00081628,113.183
11:41.4,-0.000808145,113.183
11:41.4,-0.000800014,113.183
11:41.4,-0.000791848,113.183
11:41.4,-0.000783697,113.183
11:41.4,-0.000775558,113.183
11:41.4,-0.000767415,113.183
11:41.4,-0.000759282,113.183
11:41.4,-0.00131689,113.182
11:41.4,-0.00131412,113.182
11:41.4,-0.00131137,113.182
11:41.4,-0.00130863,113.182
11:41.4,-0.0013059,113.182
11:41.4,-0.00130319,113.182
11:41.4,-0.00130048,113.182
11:41.4,-0.00129776,113.182
11:41.4,-0.00129505,113.182
11:41.4,-0.00129237,113.182
11:42.4,-0.00263189,113.181
11:42.4,-0.00264194,113.181
11:42.4,-0.00265199,113.181
11:42.4,-0.00266206,113.181
11:42.4,-0.00267213,113.181
11:42.4,-0.00268223,113.181
11:42.4,-0.00269233,113.181
11:42.4,-0.00270245,113.181
11:42.4,-0.00271254,113.181
11:42.4,-0.00272262,113.181
11:42.4,-0.00223858,113.182
11:42.4,-0.00224396,113.182
11:42.4,-0.00224936,113.182
11:42.4,-0.00225476,113.182
11:42.4,-0.00226016,113.182
11:42.4,-0.00226556,113.182
11:42.4,-0.00227098,113.182
11:42.4,-0.00227639,113.182
11:42.4,-0.00228179,113.182
11:42.4,-0.00228718,113.182
11:42.4,-0.000426504,113.181
11:42.4,-0.00041417,113.181
11:42.4,-0.000401857,113.181
11:42.4,-0.000389542,113.181
11:42.4,-0.000377218,113.181
11:42.4,-0.000364898,113.181
11:42.4,-0.000352571,113.181
11:42.4,-0.000340248,113.181
11:42.4,-0.000327921,113.181
11:42.4,-0.000315582,113.181
11:42.4,-0.00302925,113.18
11:42.4,-0.00304287,113.18
11:42.4,-0.00305649,113.18
11:42.4,-0.00307011,113.18
11:42.4,-0.00308373,113.18
11:42.4,-0.00309733,113.18
11:42.4,-0.00311093,113.18
11:42.4,-0.00312453,113.18
11:42.4,-0.00313812,113.18
11:42.4,-0.00315171,113.18
11:42.4,-0.0021506,113.181
11:42.4,-0.0021545,113.181
11:42.4,-0.00215842,113.181
11:42.4,-0.00216232,113.181
11:42.4,-0.0021662,113.181
11:42.4,-0.00217005,113.181
11:42.4,-0.00217389,113.181
11:42.4,-0.0021777,113.181
11:42.4,-0.0021815,113.181
11:42.4,-0.0021853,113.181
11:42.4,-0.000425584,113.182
11:42.4,-0.000412583,113.182
11:42.4,-0.000399558,113.182
11:42.4,-0.00038651,113.182
11:42.4,-0.000373463,113.182
11:42.4,-0.000360406,113.182
11:42.4,-0.000347353,113.182
11:42.4,-0.000334313,113.182
11:42.4,-0.000321272,113.182
11:42.4,-0.000308224,113.182
11:42.4,-0.000408753,113.182
11:42.4,-0.000396752,113.182
11:42.4,-0.00038475,113.182
11:42.4,-0.000372723,113.182
11:42.4,-0.000360689,113.182
11:42.4,-0.000348677,113.182
11:42.4,-0.000336671,113.182
11:42.4,-0.000324665,113.182
11:42.4,-0.000312654,113.182
11:42.4,-0.000300633,113.182
11:42.4,-0.00131278,113.18
11:42.4,-0.00131049,113.18
11:42.4,-0.00130817,113.18
11:42.4,-0.00130585,113.18
11:42.4,-0.00130354,113.18
11:42.4,-0.00130121,113.18
11:42.4,-0.00129886,113.18
11:42.4,-0.00129646,113.18
11:42.4,-0.00129407,113.18
11:42.4,-0.00129169,113.18
11:42.4,-0.00132167,113.181
11:42.4,-0.00131955,113.181
11:42.4,-0.0013174,113.181
11:42.4,-0.0013152,113.181
11:42.4,-0.001313,113.181
11:42.4,-0.00131079,113.181
11:42.4,-0.00130856,113.181
11:42.4,-0.00130632,113.181
11:42.4,-0.00130405,113.181
11:42.4,-0.00130176,113.181
11:42.4,-0.00172789,113.178
11:42.4,-0.00172963,113.178
11:42.4,-0.00173135,113.178
11:42.4,-0.00173305,113.178
11:42.4,-0.00173472,113.178
11:42.4,-0.0017364,113.178
11:42.4,-0.00173807,113.178
11:42.4,-0.0017397,113.178
11:42.4,-0.00174132,113.178
11:42.4,-0.00174292,113.178
11:42.4,-0.00213798,113.179
11:43.4,-0.00214331,113.179
11:43.4,-0.00214863,113.179
11:43.4,-0.00215391,113.179
11:43.4,-0.00215917,113.179
11:43.4,-0.00216443,113.179
11:43.4,-0.00216968,113.179
11:43.4,-0.00217489,113.179
11:43.4,-0.00218008,113.179
11:43.4,-0.00218525,113.179
11:43.4,-0.00173581,113.18
11:43.4,-0.0017366,113.18
11:43.4,-0.00173739,113.18
11:43.4,-0.00173821,113.18
11:43.4,-0.00173902,113.18
11:43.4,-0.00173982,113.18
11:43.4,-0.00174058,113.18
11:43.4,-0.00174131,113.18
11:43.4,-0.001742,113.18
11:43.4,-0.00174267,113.18
11:43.4,-0.000827754,113.179
11:43.4,-0.000819742,113.179
11:43.4,-0.00081171,113.179
11:43.4,-0.000803676,113.179
11:43.4,-0.000795628,113.179
11:43.4,-0.000787541,113.179
11:43.4,-0.000779442,113.179
11:43.4,-0.000771327,113.179
11:43.4,-0.000763186,113.179
11:43.4,-0.000755029,113.179
11:43.4,-0.000818898,113.179
11:43.4,-0.000811414,113.179
11:43.4,-0.000803905,113.179
11:43.4,-0.000796365,113.179
11:43.4,-0.000788797,113.179
11:43.4,-0.000781205,113.179
11:43.4,-0.0007736,113.179
11:43.4,-0.000765983,113.179
11:43.4,-0.000758346,113.179
11:43.4,-0.000750683,113.179
11:43.4,-0.000412733,113.18
11:43.4,-0.000401943,113.18
11:43.4,-0.000391134,113.18
11:43.4,-0.000380302,113.18
11:43.4,-0.00036945,113.18
11:43.4,-0.000358592,113.18
11:43.4,-0.000347748,113.18
11:43.4,-0.000336894,113.18
11:43.4,-0.000326021,113.18
11:43.4,-0.000315121,113.18
11:43.4,-0.000408834,113.179
11:43.4,-0.000398874,113.179
11:43.4,-0.000388917,113.179
11:43.4,-0.000378938,113.179
11:43.4,-0.000368937,113.179
11:43.4,-0.000358924,113.179
11:43.4,-0.000348902,113.179
11:43.4,-0.00033888,113.179
11:43.4,-0.000328827,113.179
11:43.4,-0.000318722,113.179
11:43.4,-0.00122113,113.18
11:43.4,-0.00121963,113.18
11:43.4,-0.00121813,113.18
11:43.4,-0.00121664,113.18
11:43.4,-0.00121512,113.18
11:43.4,-0.00121357,113.18
11:43.4,-0.00121199,113.18
11:43.4,-0.00121036,113.18
11:43.4,-0.0012087,113.18
11:43.4,-0.00120701,113.18
11:43.4,0.0012995,113.183
11:43.4,0.00132508,113.183
11:43.4,0.00135068,113.183
11:43.4,0.0013763,113.183
11:43.4,0.00140195,113.183
11:43.4,0.00142763,113.183
11:43.4,0.00145335,113.183
11:43.4,0.00147907,113.183
11:43.4,0.00150484,113.183
11:43.4,0.00153062,113.183
11:43.4,-0.00079843,113.181
11:43.4,-0.000794969,113.181
11:43.4,-0.00079148,113.181
11:43.4,-0.000787967,113.181
11:43.4,-0.00078444,113.181
11:43.4,-0.000780898,113.181
11:43.4,-0.000777329,113.181
11:43.4,-0.000773747,113.181
11:43.4,-0.000770139,113.181
11:43.4,-0.000766485,113.181
11:43.4,-0.000321087,113.181
11:43.4,-0.00031313,113.181
11:43.4,-0.000305171,113.181
11:43.4,-0.000297209,113.181
11:43.4,-0.000289204,113.181
11:43.4,-0.000281139,113.181
11:43.4,-0.000273033,113.181
11:43.4,-0.00026489,113.181
11:43.4,-0.000256719,113.181
11:43.4,-0.000248555,113.181
11:43.4,8.96408e-05,113.184
11:44.4,0.000100958,113.184
11:44.4,0.000112301,113.184
11:44.4,0.000123665,113.184
11:44.4,0.000135056,113.184
11:44.4,0.000146472,113.184
11:44.4,0.00015792,113.184
11:44.4,0.000169406,113.184
11:44.4,0.000180904,113.184
11:44.4,0.000192399,113.184
11:44.4,-0.000312497,113.184
11:44.4,-0.000305898,113.184
11:44.4,-0.000299269,113.184
11:44.4,-0.000292623,113.184
11:44.4,-0.000285949,113.184
11:44.4,-0.000279232,113.184
11:44.4,-0.000272492,113.184
11:44.4,-0.000265729,113.184
11:44.4,-0.000258928,113.184
11:44.4,-0.000252089,113.184
11:44.4,0.000587594,113.183
11:44.4,0.000602452,113.183
11:44.4,0.000617337,113.183
11:44.4,0.000632222,113.183
11:44.4,0.000647138,113.183
11:44.4,0.000662105,113.183
11:44.4,0.000677125,113.183
11:44.4,0.000692182,113.183
11:44.4,0.000707244,113.183
11:44.4,0.000722323,113.183
11:44.4,0.000596326,113.186
11:44.4,0.000610157,113.186
11:44.4,0.00062405,113.186
11:44.4,0.000637966,113.186
11:44.4,0.000651878,113.186
11:44.4,0.000665782,113.186
11:44.4,0.000679679,113.186
11:44.4,0.000693599,113.186
11:44.4,0.000707539,113.186
11:44.4,0.000721483,113.186
11:44.4,-0.00161799,113.184
11:44.4,-0.00162637,113.184
11:44.4,-0.0016347,113.184
11:44.4,-0.001643,113.184
11:44.4,-0.00165133,113.184
11:44.4,-0.00165966,113.184
11:44.4,-0.00166799,113.184
11:44.4,-0.00167631,113.184
11:44.4,-0.00168461,113.184
11:44.4,-0.00169289,113.184
11:44.4,0.000574655,113.187
11:44.4,0.000588107,113.187
11:44.4,0.000601617,113.187
11:44.4,0.000615168,113.187
11:44.4,0.000628723,113.187
11:44.4,0.000642276,113.187
11:44.4,0.000655857,113.187
11:44.4,0.000669456,113.187
11:44.4,0.000683063,113.187
11:44.4,0.000696703,113.187
11:44.4,9.80901e-05,113.184
11:44.4,0.000105987,113.184
11:44.4,0.000113926,113.184
11:44.4,0.000121933,113.184
11:44.4,0.000129968,113.184
11:44.4,0.000137999,113.184
11:44.4,0.000146038,113.184
11:44.4,0.000154088,113.184
11:44.4,0.000162161,113.184
11:44.4,0.000170262,113.184
11:44.4,9.33623e-05,113.184
11:44.4,0.00010068,113.184
11:44.4,0.000108005,113.184
11:44.4,0.000115375,113.184
11:44.4,0.000122777,113.184
11:44.4,0.000130188,113.184
11:44.4,0.000137592,113.184
11:44.4,0.000144971,113.184
11:44.4,0.000152346,113.184
11:44.4,0.000159727,113.184
11:44.4,-0.00162304,113.183
11:44.4,-0.00163262,113.183
11:44.4,-0.00164221,113.183
11:44.4,-0.00165181,113.183
11:44.4,-0.00166137,113.183
11:44.4,-0.0016709,113.183
11:44.4,-0.00168041,113.183
11:44.4,-0.0016899,113.183
11:44.4,-0.00169938,113.183
11:44.4,-0.00170885,113.183
11:44.4,-0.00123366,113.184
11:44.4,-0.00123848,113.184
11:44.4,-0.00124326,113.184
11:44.4,-0.00124803,113.184
11:44.4,-0.00125279,113.184
11:44.4,-0.0012575,113.184
11:44.4,-0.0012622,113.184
11:44.4,-0.00126686,113.184
11:44.4,-0.00127151,113.184
11:44.4,-0.00127617,113.184
11:45.4,0.000578391,113.181
11:45.4,0.000591416,113.181
11:45.4,0.000604464,113.181
11:45.4,0.000617522,113.181
11:45.4,0.000630606,113.181
11:45.4,0.000643714,113.181
11:45.4,0.0006568,113.181
11:45.4,0.000669889,113.181
11:45.4,0.000683001,113.181
11:45.4,0.000696133,113.181
11:45.4,-0.00130391,113.18
11:45.4,-0.00130987,113.18
11:45.4,-0.00131582,113.18
11:45.4,-0.00132178,113.18
11:45.4,-0.00132773,113.18
11:45.4,-0.00133364,113.18
11:45.4,-0.00133952,113.18
11:45.4,-0.00134538,113.18
11:45.4,-0.0013512,113.18
11:45.4,-0.00135698,113.18
11:45.4,-0.000824371,113.183
11:45.4,-0.000824985,113.183
11:45.4,-0.000825569,113.183
11:45.4,-0.000826153,113.183
11:45.4,-0.000826723,113.183
11:45.4,-0.000827242,113.183
11:45.4,-0.000827722,113.183
11:45.4,-0.000828167,113.183
11:45.4,-0.000828606,113.183
11:45.4,-0.000829067,113.183
11:45.4,-0.00131758,113.18
11:45.4,-0.00132266,113.18
11:45.4,-0.0013277,113.18
11:45.4,-0.00133271,113.18
11:45.4,-0.00133773,113.18
11:45.4,-0.00134274,113.18
11:45.4,-0.00134774,113.18
11:45.4,-0.00135274,113.18
11:45.4,-0.00135771,113.18
11:45.4,-0.00136266,113.18
11:45.4,-0.0017285,113.18
11:45.4,-0.00173686,113.18
11:45.4,-0.00174519,113.18
11:45.4,-0.00175353,113.18
11:45.4,-0.00176186,113.18
11:45.4,-0.00177015,113.18
11:45.4,-0.00177843,113.18
11:45.4,-0.00178669,113.18
11:45.4,-0.00179489,113.18
11:45.4,-0.00180307,113.18
11:45.4,7.56813e-05,113.182
11:45.4,8.54796e-05,113.182
11:45.4,9.52975e-05,113.182
11:45.4,0.000105139,113.182
11:45.4,0.000114975,113.182
11:45.4,0.000124843,113.182
11:45.4,0.000134768,113.182
11:45.4,0.000144707,113.182
11:45.4,0.000154662,113.182
11:45.4,0.000164649,113.182
11:45.4,9.33295e-05,113.185
11:45.4,0.00010262,113.185
11:45.4,0.000111897,113.185
11:45.4,0.00012122,113.185
11:45.4,0.000130563,113.185
11:45.4,0.000139894,113.185
11:45.4,0.000149235,113.185
11:45.4,0.000158592,113.185
11:45.4,0.000167988,113.185
11:45.4,0.000177415,113.185
11:45.4,-0.00212081,113.182
11:45.4,-0.00213328,113.182
11:45.4,-0.00214575,113.182
11:45.4,-0.00215822,113.182
11:45.4,-0.00217066,113.182
11:45.4,-0.00218309,113.182
11:45.4,-0.00219553,113.182
11:45.4,-0.00220796,113.182
11:45.4,-0.00222034,113.182
11:45.4,-0.0022327,113.182
11:45.4,7.18263e-05,113.186
11:45.4,8.15732e-05,113.186
11:45.4,9.13323e-05,113.186
11:45.4,0.000101113,113.186
11:45.4,0.000110887,113.186
11:45.4,0.000120666,113.186
11:45.4,0.000130475,113.186
11:45.4,0.000140294,113.186
11:45.4,0.000150141,113.186
11:45.4,0.00016002,113.186
11:45.4,-0.003523,113.178
11:45.4,-0.00354819,113.178
