DateTime,Displacement_Y,Displacement_Z
10:03.0,0.00143017,113.193
10:03.0,0.00144182,113.193
10:03.0,0.00145347,113.193
10:03.0,0.00146513,113.193
10:03.0,0.00147681,113.193
10:03.0,0.00148851,113.193
10:03.0,0.00150024,113.193
10:03.0,0.00151197,113.193
10:03.0,-0.000798711,113.192
10:03.0,-0.00080898,113.192
10:03.0,-0.000819246,113.192
10:03.0,-0.000829507,113.192
10:03.0,-0.000839763,113.192
10:03.0,-0.00085001,113.192
10:03.0,-0.000860253,113.192
10:03.0,-0.000870505,113.192
10:03.0,-0.000880772,113.192
10:03.0,-0.000891044,113.192
10:03.0,0.000489937,113.192
10:03.0,0.00049288,113.192
10:03.0,0.000495824,113.192
10:03.0,0.000498753,113.192
10:03.0,0.000501663,113.192
10:03.0,0.00050456,113.192
10:03.0,0.000507451,113.192
10:03.0,0.000510342,113.192
10:03.0,0.000513233,113.192
10:03.0,0.00051613,113.192
10:03.0,0.000502564,113.192
10:03.0,0.000505318,113.192
10:03.0,0.000508081,113.192
10:03.0,0.000510869,113.192
10:03.0,0.000513681,113.192
10:03.0,0.000516502,113.192
10:03.0,0.000519337,113.192
10:03.0,0.000522196,113.192
10:03.0,0.000525069,113.192
10:03.0,0.000527948,113.192
10:03.0,0.00100062,113.194
10:03.0,0.00100796,113.194
10:03.0,0.00101533,113.194
10:03.0,0.00102271,113.194
10:03.0,0.00103011,113.194
10:03.0,0.00103753,113.194
10:03.0,0.00104495,113.194
10:03.0,0.00105238,113.194
10:03.0,0.00105982,113.194
10:03.0,0.00106727,113.194
10:03.0,0.00141158,113.196
10:03.0,0.00142229,113.196
10:03.0,0.00143299,113.196
10:03.0,0.00144369,113.196
10:03.0,0.00145439,113.196
10:03.0,0.0014651,113.196
10:03.0,0.00147583,113.196
10:03.0,0.00148656,113.196
10:03.0,0.0014973,113.196
10:03.0,0.00150804,113.196
10:03.0,0.00141553,113.195
10:04.0,0.00142527,113.195
10:04.0,0.001435,113.195
10:04.0,0.00144474,113.195
10:04.0,0.00145449,113.195
10:04.0,0.00146426,113.195
10:04.0,0.00147405,113.195
10:04.0,0.00148384,113.195
10:04.0,0.00149364,113.195
10:04.0,0.00150345,113.195
10:04.0,0.00091753,113.194
10:04.0,0.000921709,113.194
10:04.0,0.000925907,113.194
10:04.0,0.000930126,113.194
10:04.0,0.000934355,113.194
10:04.0,0.000938588,113.194
10:04.0,0.000942826,113.194
10:04.0,0.000947071,113.194
10:04.0,0.000951326,113.194
10:04.0,0.000955587,113.194
10:04.0,0.00141056,113.197
10:04.0,0.00141909,113.197
10:04.0,0.00142762,113.197
10:04.0,0.00143616,113.197
10:04.0,0.0014447,113.197
10:04.0,0.00145325,113.197
10:04.0,0.00146179,113.197
10:04.0,0.0014703,113.197
10:04.0,0.00147881,113.197
10:04.0,0.00148733,113.197
10:04.0,0.000105071,113.194
10:04.0,0.000100384,113.194
10:04.0,9.56841e-05,113.194
10:04.0,9.0959e-05,113.194
10:04.0,8.62131e-05,113.194
10:04.0,8.14639e-05,113.194
10:04.0,7.67208e-05,113.194
10:04.0,7.19832e-05,113.194
10:04.0,6.72464e-05,113.194
10:04.0,6.25085e-05,113.194
10:04.0,0.000996415,113.197
10:04.0,0.00100061,113.197
10:04.0,0.00100483,113.197
10:04.0,0.00100908,113.197
10:04.0,0.00101335,113.197
10:04.0,0.00101765,113.197
10:04.0,0.00102194,113.197
10:04.0,0.00102625,113.197
10:04.0,0.00103056,113.197
10:04.0,0.00103487,113.197
10:04.0,0.000507186,113.194
10:04.0,0.000506464,113.194
10:04.0,0.000505754,113.194
10:04.0,0.000505046,113.194
10:04.0,0.000504323,113.194
10:04.0,0.000503589,113.194
10:04.0,0.000502858,113.194
10:04.0,0.000502137,113.194
10:04.0,0.000501424,113.194
10:04.0,0.000500719,113.194
10:04.0,0.00100035,113.195
10:04.0,0.00100439,113.195
10:04.0,0.00100842,113.195
10:04.0,0.00101244,113.195
10:04.0,0.00101645,113.195
10:04.0,0.00102045,113.195
10:04.0,0.00102445,113.195
10:04.0,0.00102844,113.195
10:04.0,0.00103243,113.195
10:04.0,0.0010364,113.195
10:04.0,0.000101023,113.194
10:04.0,9.60398e-05,113.194
10:04.0,9.10541e-05,113.194
10:04.0,8.60775e-05,113.194
10:04.0,8.11173e-05,113.194
10:04.0,7.61699e-05,113.194
10:04.0,7.123e-05,113.194
10:04.0,6.63032e-05,113.194
10:04.0,6.1397e-05,113.194
10:04.0,5.65031e-05,113.194
10:04.0,9.22358e-05,113.194
10:04.0,8.77529e-05,113.194
10:04.0,8.32765e-05,113.194
10:04.0,7.88017e-05,113.194
10:04.0,7.43211e-05,113.194
10:04.0,6.98346e-05,113.194
10:04.0,6.53557e-05,113.194
10:04.0,6.08869e-05,113.194
10:04.0,5.64201e-05,113.194
10:04.0,5.19476e-05,113.194
10:04.0,0.000498373,113.196
10:04.0,0.000498175,113.196
10:04.0,0.000497968,113.196
10:04.0,0.000497761,113.196
10:04.0,0.000497562,113.196
10:04.0,0.000497374,113.196
10:04.0,0.000497187,113.196
10:04.0,0.000496975,113.196
10:04.0,0.00049672,113.196
10:04.0,0.000496426,113.196
10:04.0,9.6186e-05,113.192
10:05.0,9.207e-05,113.192
10:05.0,8.79528e-05,113.192
10:05.0,8.38347e-05,113.192
10:05.0,7.97093e-05,113.192
10:05.0,7.55687e-05,113.192
10:05.0,7.14125e-05,113.192
10:05.0,6.7251e-05,113.192
10:05.0,6.30937e-05,113.192
10:05.0,5.89565e-05,113.192
10:05.0,0.00140252,113.196
10:05.0,0.00141122,113.196
10:05.0,0.00141992,113.196
10:05.0,0.00142862,113.196
10:05.0,0.00143734,113.196
10:05.0,0.00144607,113.196
10:05.0,0.00145481,113.196
10:05.0,0.00146356,113.196
10:05.0,0.0014723,113.196
10:05.0,0.00148104,113.196
10:05.0,0.00051119,113.193
10:05.0,0.000510606,113.193
10:05.0,0.000510022,113.193
10:05.0,0.000509437,113.193
10:05.0,0.000508861,113.193
10:05.0,0.00050829,113.193
10:05.0,0.000507716,113.193
10:05.0,0.000507123,113.193
10:05.0,0.000506498,113.193
10:05.0,0.000505859,113.193
10:05.0,0.000502441,113.194
10:05.0,0.000501764,113.194
10:05.0,0.000501075,113.194
10:05.0,0.000500374,113.194
10:05.0,0.000499666,113.194
10:05.0,0.000498952,113.194
10:05.0,0.000498226,113.194
10:05.0,0.000497478,113.194
10:05.0,0.000496711,113.194
10:05.0,0.000495947,113.194
10:05.0,4.40057e-06,113.192
10:05.0,-1.03122e-06,113.192
10:05.0,-6.45836e-06,113.192
10:05.0,-1.18744e-05,113.192
10:05.0,-1.72872e-05,113.192
10:05.0,-2.27127e-05,113.192
10:05.0,-2.81439e-05,113.192
10:05.0,-3.35697e-05,113.192
10:05.0,-3.90036e-05,113.192
10:05.0,-4.44564e-05,113.192
10:05.0,-0.000406574,113.19
10:05.0,-0.000415438,113.19
10:05.0,-0.000424317,113.19
10:05.0,-0.000433214,113.19
10:05.0,-0.00044213,113.19
10:05.0,-0.000451067,113.19
10:05.0,-0.000460026,113.19
10:05.0,-0.000469004,113.19
10:05.0,-0.000477993,113.19
10:05.0,-0.000486987,113.19
10:05.0,0.000401723,113.192
10:05.0,0.000401264,113.192
10:05.0,0.000400813,113.192
10:05.0,0.000400371,113.192
10:05.0,0.000399922,113.192
10:05.0,0.000399456,113.192
10:05.0,0.000398982,113.192
10:05.0,0.000398497,113.192
10:05.0,0.000398004,113.192
10:05.0,0.000397507,113.192
10:05.0,3.52804e-06,113.189
10:05.0,-7.31346e-07,113.189
10:05.0,-5.01612e-06,113.189
10:05.0,-9.32567e-06,113.189
10:05.0,-1.36518e-05,113.189
10:05.0,-1.79789e-05,113.189
10:05.0,-2.22948e-05,113.189
10:05.0,-2.65949e-05,113.189
10:05.0,-3.08828e-05,113.189
10:05.0,-3.51884e-05,113.189
10:05.0,-0.000498302,113.191
10:05.0,-0.00050704,113.191
10:05.0,-0.000515797,113.191
10:05.0,-0.000524561,113.191
10:05.0,-0.000533329,113.191
10:05.0,-0.000542102,113.191
10:05.0,-0.000550889,113.191
10:05.0,-0.000559696,113.191
10:05.0,-0.000568536,113.191
10:05.0,-0.000577424,113.191
10:05.0,0.00171113,113.194
10:05.0,0.00172406,113.194
10:05.0,0.001737,113.194
10:05.0,0.00174992,113.194
10:05.0,0.00176282,113.194
10:05.0,0.00177571,113.194
10:05.0,0.00178859,113.194
10:05.0,0.00180146,113.194
10:05.0,0.00181433,113.194
10:05.0,0.00182719,113.194
10:05.0,1.63519e-05,113.188
10:06.1,1.18375e-05,113.188
10:06.1,7.28028e-06,113.188
10:06.1,2.68389e-06,113.188
10:06.1,-1.93247e-06,113.188
10:06.1,-6.56879e-06,113.188
10:06.1,-1.12202e-05,113.188
10:06.1,-1.58765e-05,113.188
10:06.1,-2.05492e-05,113.188
10:06.1,-2.52363e-05,113.188
10:06.1,-0.00131048,113.19
10:06.1,-0.00132733,113.19
10:06.1,-0.00134417,113.19
10:06.1,-0.001361,113.19
10:06.1,-0.00137781,113.19
10:06.1,-0.00139461,113.19
10:06.1,-0.0014114,113.19
10:06.1,-0.0014282,113.19
10:06.1,-0.001445,113.19
10:06.1,-0.0014618,113.19
10:06.1,-0.000419271,113.191
10:06.1,-0.000426036,113.191
10:06.1,-0.000432812,113.191
10:06.1,-0.00043959,113.191
10:06.1,-0.000446361,113.191
10:06.1,-0.000453141,113.191
10:06.1,-0.000459923,113.191
10:06.1,-0.000466705,113.191
10:06.1,-0.000473492,113.191
10:06.1,-0.000480283,113.191
10:06.1,0.00130588,113.189
10:06.1,0.0013161,113.189
10:06.1,0.0013263,113.189
10:06.1,0.00133647,113.189
10:06.1,0.00134663,113.189
10:06.1,0.00135676,113.189
10:06.1,0.00136689,113.189
10:06.1,0.00137699,113.189
10:06.1,0.00138708,113.189
10:06.1,0.00139714,113.189
10:06.1,1.25053e-05,113.19
10:06.1,9.28166e-06,113.19
10:06.1,6.05086e-06,113.19
10:06.1,2.8207e-06,113.19
10:06.1,-4.03896e-07,113.19
10:06.1,-3.6228e-06,113.19
10:06.1,-6.83996e-06,113.19
10:06.1,-1.00603e-05,113.19
10:06.1,-1.32891e-05,113.19
10:06.1,-1.65353e-05,113.19
10:06.1,0.000903906,113.19
10:06.1,0.000909417,113.19
10:06.1,0.000914927,113.19
10:06.1,0.000920436,113.19
10:06.1,0.000925928,113.19
10:06.1,0.000931387,113.19
10:06.1,0.000936822,113.19
10:06.1,0.00094224,113.19
10:06.1,0.000947651,113.19
10:06.1,0.000953075,113.19
10:06.1,-0.00130169,113.188
10:06.1,-0.00131776,113.188
10:06.1,-0.00133383,113.188
10:06.1,-0.00134992,113.188
10:06.1,-0.00136602,113.188
10:06.1,-0.00138213,113.188
10:06.1,-0.00139825,113.188
10:06.1,-0.00141438,113.188
10:06.1,-0.00143052,113.188
10:06.1,-0.00144667,113.188
10:06.1,0.000393131,113.192
10:06.1,0.000394596,113.192
10:06.1,0.000396039,113.192
10:06.1,0.000397462,113.192
10:06.1,0.000398867,113.192
10:06.1,0.000400246,113.192
10:06.1,0.000401595,113.192
10:06.1,0.000402924,113.192
10:06.1,0.000404244,113.192
10:06.1,0.00040556,113.192
10:06.1,-0.0013066,113.189
10:06.1,-0.00132161,113.189
10:06.1,-0.00133666,113.189
10:06.1,-0.00135172,113.189
10:06.1,-0.00136681,113.189
10:06.1,-0.00138191,113.189
10:06.1,-0.00139704,113.189
10:06.1,-0.00141219,113.189
10:06.1,-0.00142735,113.189
10:06.1,-0.00144255,113.189
10:06.1,-0.000419085,113.191
10:06.1,-0.000424439,113.191
10:06.1,-0.000429811,113.191
10:06.1,-0.000435199,113.191
10:06.1,-0.000440599,113.191
10:06.1,-0.000446009,113.191
10:06.1,-0.000451413,113.191
10:06.1,-0.000456809,113.191
10:06.1,-0.000462211,113.191
10:06.1,-0.000467628,113.191
10:06.1,0.000493747,113.192
10:07.1,0.000497487,113.192
10:07.1,0.000501221,113.192
10:07.1,0.000504935,113.192
10:07.1,0.000508619,113.192
10:07.1,0.000512275,113.192
10:07.1,0.000515914,113.192
10:07.1,0.00051955,113.192
10:07.1,0.000523189,113.192
10:07.1,0.000526831,113.192
10:07.1,-0.000807547,113.191
10:07.1,-0.000816641,113.191
10:07.1,-0.000825755,113.191
10:07.1,-0.000834892,113.191
10:07.1,-0.000844044,113.191
10:07.1,-0.000853204,113.191
10:07.1,-0.000862363,113.191
10:07.1,-0.00087152,113.191
10:07.1,-0.000880696,113.191
10:07.1,-0.000889908,113.191
10:07.1,-7.99043e-06,113.193
10:07.1,-8.77461e-06,113.193
10:07.1,-9.57252e-06,113.193
10:07.1,-1.03807e-05,113.193
10:07.1,-1.11976e-05,113.193
10:07.1,-1.20276e-05,113.193
10:07.1,-1.2868e-05,113.193
10:07.1,-1.37075e-05,113.193
10:07.1,-1.45508e-05,113.193
10:07.1,-1.54022e-05,113.193
10:07.1,-0.000406275,113.193
10:07.1,-0.000410839,113.193
10:07.1,-0.000415419,113.193
10:07.1,-0.000420013,113.193
10:07.1,-0.000424622,113.193
10:07.1,-0.000429241,113.193
10:07.1,-0.000433868,113.193
10:07.1,-0.000438505,113.193
10:07.1,-0.000443155,113.193
10:07.1,-0.000447832,113.193
10:07.1,-0.00131423,113.191
10:07.1,-0.00132713,113.191
10:07.1,-0.00134003,113.191
10:07.1,-0.00135295,113.191
10:07.1,-0.00136587,113.191
10:07.1,-0.0013788,113.191
10:07.1,-0.00139172,113.191
10:07.1,-0.00140461,113.191
10:07.1,-0.00141751,113.191
10:07.1,-0.00143045,113.191
10:07.1,0.000891255,113.193
10:07.1,0.000900517,113.193
10:07.1,0.000909787,113.193
10:07.1,0.000919057,113.193
10:07.1,0.000928319,113.193
10:07.1,0.00093758,113.193
10:07.1,0.000946839,113.193
10:07.1,0.000956089,113.193
10:07.1,0.000965323,113.193
10:07.1,0.000974551,113.193
10:07.1,-0.000397388,113.194
10:07.1,-0.000401286,113.194
10:07.1,-0.000405185,113.194
10:07.1,-0.000409086,113.194
10:07.1,-0.000413004,113.194
10:07.1,-0.00041695,113.194
10:07.1,-0.000420912,113.194
10:07.1,-0.000424885,113.194
10:07.1,-0.000428881,113.194
10:07.1,-0.000432905,113.194
10:07.1,-3.88316e-06,113.196
10:07.1,-3.85475e-06,113.196
10:07.1,-3.83606e-06,113.196
10:07.1,-3.8239e-06,113.196
10:07.1,-3.83568e-06,113.196
10:07.1,-3.88284e-06,113.196
10:07.1,-3.95585e-06,113.196
10:07.1,-4.04975e-06,113.196
10:07.1,-4.17446e-06,113.196
10:07.1,-4.33555e-06,113.196
10:07.1,-0.00131025,113.193
10:07.1,-0.00132286,113.193
10:07.1,-0.00133545,113.193
10:07.1,-0.00134804,113.193
10:07.1,-0.00136064,113.193
10:07.1,-0.00137329,113.193
10:07.1,-0.00138598,113.193
10:07.1,-0.0013987,113.193
10:07.1,-0.00141142,113.193
10:07.1,-0.00142414,113.193
10:07.1,0.000891313,113.195
10:07.1,0.000900735,113.195
10:07.1,0.00091016,113.195
10:07.1,0.000919583,113.195
10:07.1,0.000928997,113.195
10:07.1,0.000938396,113.195
10:07.1,0.0009478,113.195
10:07.1,0.000957218,113.195
10:07.1,0.000966641,113.195
10:07.1,0.000976063,113.195
10:08.1,8.75768e-06,113.197
10:08.1,8.89102e-06,113.197
10:08.1,9.01088e-06,113.197
10:08.1,9.11751e-06,113.197
10:08.1,9.21397e-06,113.197
10:08.1,9.30245e-06,113.197
10:08.1,9.38672e-06,113.197
10:08.1,9.45895e-06,113.197
10:08.1,9.50571e-06,113.197
10:08.1,9.51699e-06,113.197
10:08.1,-0.000406046,113.197
10:08.1,-0.00041004,113.197
10:08.1,-0.000414041,113.197
10:08.1,-0.000418054,113.197
10:08.1,-0.00042209,113.197
10:08.1,-0.000426157,113.197
10:08.1,-0.000430256,113.197
10:08.1,-0.000434372,113.197
10:08.1,-0.000438499,113.197
10:08.1,-0.000442631,113.197
10:08.1,0.000900111,113.198
10:08.1,0.000908776,113.198
10:08.1,0.000917446,113.198
10:08.1,0.000926118,113.198
10:08.1,0.000934779,113.198
10:08.1,0.000943428,113.198
10:08.1,0.000952075,113.198
10:08.1,0.000960729,113.198
10:08.1,0.000969398,113.198
10:08.1,0.00097808,113.198
10:08.1,0.000100546,113.195
10:08.1,0.00010079,113.195
10:08.1,0.000101025,113.195
10:08.1,0.000101258,113.195
10:08.1,0.000101487,113.195
10:08.1,0.000101711,113.195
10:08.1,0.000101934,113.195
10:08.1,0.000102156,113.195
10:08.1,0.000102367,113.195
10:08.1,0.00010256,113.195
10:08.1,-0.000405218,113.197
10:08.1,-0.000409893,113.197
10:08.1,-0.000414546,113.197
10:08.1,-0.000419175,113.197
10:08.1,-0.000423799,113.197
10:08.1,-0.00042843,113.197
10:08.1,-0.000433058,113.197
10:08.1,-0.00043767,113.197
10:08.1,-0.000442258,113.197
10:08.1,-0.000446816,113.197
10:08.1,-0.000410142,113.197
10:08.1,-0.000414299,113.197
10:08.1,-0.000418448,113.197
10:08.1,-0.000422579,113.197
10:08.1,-0.000426681,113.197
10:08.1,-0.000430772,113.197
10:08.1,-0.000434873,113.197
10:08.1,-0.000438988,113.197
10:08.1,-0.000443111,113.197
10:08.1,-0.000447239,113.197
10:08.1,0.00049394,113.201
10:08.1,0.00049875,113.201
10:08.1,0.000503521,113.201
10:08.1,0.000508256,113.201
10:08.1,0.00051297,113.201
10:08.1,0.00051767,113.201
10:08.1,0.000522358,113.201
10:08.1,0.000527047,113.201
10:08.1,0.000531739,113.201
10:08.1,0.00053642,113.202
10:08.1,0.00090889,113.2
10:08.1,0.000916999,113.2
10:08.1,0.000925104,113.2
10:08.1,0.000933241,113.2
10:08.1,0.000941418,113.2
10:08.1,0.000949621,113.2
10:08.1,0.000957829,113.2
10:08.1,0.000966047,113.2
10:08.1,0.000974296,113.2
10:08.1,0.000982583,113.2
